"state","communityname","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf"
42,"Hazletoncity",0.37,0.28,0.61,0.4,0.74,0.28
2,"Juneaucity",0.27,0.79,0.01,0.38,0.2,0.63
42,"Warringtontownship",0.2,0.75,0.38,0.34,0.26,0.5
34,"Neptunetownship",0.35,0.51,0.25,0.54,0.37,0.45
34,"WestDeptfordtownship",0.2,0.65,0.44,0.34,0.44,0.4
22,"Jenningscity",0.9,0.08,0.26,0.38,0.6,0.27
48,"Corsicanacity",0.53,0.32,0.38,0.48,0.62,0.34
53,"Laceycity",0.38,0.45,0.13,0.41,0.24,0.46
41,"Milwaukiecity",0.26,0.55,0.41,0.3,0.53,0.35
29,"JeffersonCitycity",0.27,0.46,0.13,0.48,0.18,0.57
8,"ColoradoSpringsdivision",0.42,0.59,0.35,0.47,0.28,0.49
16,"Rexburgcity",0.57,0.11,0.2,0.88,0.41,0.35
12,"Palatkacity",0.82,0.13,0.45,0.41,0.56,0.29
6,"BuenaParkcity",0.34,0.63,0.56,0.17,0.42,0.34
53,"Olympiacity",0.42,0.5,0.15,0.46,0.22,0.64
54,"Weirtoncity",0.42,0.22,0.85,0.35,0.68,0.25
40,"Tahlequahcity",0.66,0.27,0.1,0.9,0.34,0.47
34,"Edisontownship",0.24,0.66,0.41,0.4,0.28,0.58
34,"MapleShadetownship",0.28,0.64,0.37,0.33,0.36,0.39
25,"Ipswichtown",0.39,0.59,0.35,0.56,0.23,0.69
44,"NorthSmithfieldtown",0.38,0.5,0.5,0.55,0.36,0.48
13,"Statesborocity",0.48,0.23,0.31,0.75,0.37,0.43
42,"Moontownship",0.22,0.59,0.28,0.38,0.18,0.58
28,"Hattiesburgcity",0.65,0.28,0.23,0.8,0.33,0.49
29,"Marshallcity",0.32,0.39,0.45,0.77,0.54,0.26
48,"LeagueCitycity",0.14,0.77,0.5,0.42,0.23,0.63
25,"Scituatetown",0.27,0.59,0.21,0.61,0.14,0.71
25,"Concordtown",0.21,0.44,0.42,0.75,0.07,0.99
6,"Rocklincity",0.24,0.65,0.27,0.29,0.29,0.51
12,"CocoaBeachcity",0.19,0.22,0.34,0.34,0.2,0.68
42,"Wilkinsburgborough",0.58,0.4,0.18,0.78,0.29,0.52
6,"Turlockcity",0.58,0.41,0.47,0.42,0.57,0.33
12,"PortOrangecity",0.25,0.36,0.15,0.38,0.23,0.37
9,"Newingtontown",0.16,0.63,0.34,0.43,0.22,0.53
44,"Tivertontown",0.32,0.56,0.39,0.44,0.38,0.39
42,"Shalertownship",0.19,0.52,0.31,0.49,0.27,0.48
12,"NorthPalmBeachvillage",0.13,0.23,0.37,0.42,0.12,0.65
6,"Atwatercity",0.51,0.56,0.24,0.53,0.46,0.31
39,"Steubenvillecity",0.8,0.04,0.49,0.66,0.5,0.38
6,"SanClementecity",0.18,0.62,0.24,0.36,0.2,0.55
9,"Greenwichtown",0.19,0.5,0.23,0.52,0.1,0.8
42,"Warwicktownship",0.09,0.77,0.68,0.29,0.59,0.36
48,"Mesquitecity",0.27,0.77,0.31,0.28,0.31,0.39
6,"SanPablocity",0.69,0.37,0.34,0.33,0.51,0.15
6,"Newarkcity",0.31,0.75,0.66,0.21,0.47,0.36
18,"Hammondcity",0.59,0.37,0.61,0.27,0.65,0.21
12,"PinellasParkcity",0.22,0.4,0.46,0.23,0.41,0.28
6,"Salinascity",0.74,0.5,0.2,0.25,0.41,0.23
37,"Lenoircity",0.29,0.48,1,0.25,1,0.24
35,"Farmingtoncity",0.46,0.51,0.07,0.38,0.35,0.43
39,"GroveCitycity",0.15,0.67,0.28,0.38,0.45,0.36
6,"LosAltoscity",0.12,0.55,0.69,0.62,0.02,1
6,"Daviscity",0.32,0.53,0.05,1,0.09,0.82
9,"Coventrytown",0.23,0.77,0.39,0.54,0.2,0.48
42,"OilCitycity",0.51,0.24,0.51,0.51,0.55,0.38
39,"Perrysburgcity",0.21,0.59,0.43,0.64,0.21,0.73
48,"Harlingencity",0.65,0.3,0.26,0.53,0.4,0.4
24,"Cambridgecity",0.48,0.35,0.76,0.36,0.77,0.23
4,"Flagstaffcity",0.45,0.55,0.12,0.61,0.29,0.42
37,"Wilsoncity",0.54,0.41,0.62,0.43,0.68,0.36
39,"Limacity",0.9,0.22,0.5,0.38,0.64,0.22
48,"Alicecity",0.67,0.23,0.07,0.33,0.4,0.28
42,"Bethlehemcity",0.21,0.43,0.49,0.5,0.45,0.4
4,"Douglascity",1,0.03,0.27,0.4,0.34,0.29
37,"Asheborocity",0.2,0.54,0.97,0.28,0.85,0.3
18,"Hobartcity",0.28,0.5,0.56,0.31,0.47,0.31
48,"EaglePasscity",1,0.08,0.24,0.56,0.52,0.36
5,"VanBurencity",0.47,0.42,0.64,0.3,0.65,0.23
45,"RockHillcity",0.44,0.51,0.62,0.32,0.66,0.31
12,"Sarasotacity",0.26,0.35,0.16,0.41,0.28,0.37
48,"Irvingcity",0.31,0.8,0.35,0.2,0.35,0.41
12,"Gainesvillecity",0.41,0.37,0.07,1,0.15,0.65
12,"LauderdaleLakescity",0.48,0.23,0.19,0.44,0.35,0.21
6,"Tularecity",0.61,0.37,0.38,0.34,0.58,0.22
48,"Kellercity",0.12,0.76,0.35,0.25,0.19,0.54
48,"FlowerMoundtown",0.17,0.85,0.39,0.23,0.11,0.68
13,"Mariettacity",0.31,0.63,0.24,0.29,0.24,0.45
48,"Benbrookcity",0.18,0.68,0.64,0.35,0.15,0.73
1,"Eufaulacity",0.48,0.42,0.86,0.27,0.75,0.32
37,"ChapelHilltown",0.24,0.4,0.1,1,0.07,0.81
39,"Miamisburgcity",0.22,0.54,0.66,0.29,0.48,0.34
21,"Murraycity",0.44,0.29,0.27,0.88,0.35,0.46
6,"Paradisetown",0.48,0.04,0.16,0.55,0.3,0.37
45,"Simpsonvilletown",0.18,0.78,0.84,0.24,0.59,0.43
6,"Pleasantoncity",0.14,0.82,0.36,0.33,0.16,0.64
40,"Muskogeecity",0.38,0.28,0.39,0.51,0.51,0.32
18,"Clarksvilletown",0.35,0.5,0.47,0.26,0.55,0.23
6,"Whittiercity",0.27,0.51,0.47,0.41,0.4,0.44
6,"WestCovinacity",0.28,0.59,0.41,0.33,0.37,0.39
42,"Whitehallborough",0.22,0.37,0.21,0.56,0.17,0.56
18,"Munstertown",0.12,0.5,0.45,0.6,0.14,0.73
6,"Rosevillecity",0.29,0.57,0.23,0.32,0.27,0.49
25,"Brooklinetown",0.27,0.59,0.14,1,0.06,1
42,"Towamencintownship",0.1,0.71,0.71,0.36,0.27,0.64
13,"Snellvillecity",0.14,0.67,0.27,0.3,0.19,0.49
46,"Brookingscity",0.2,0.49,0.32,0.73,0.42,0.41
5,"Conwaycity",0.44,0.43,0.4,0.64,0.41,0.43
1,"Madisoncity",0.12,0.83,0.77,0.31,0.11,0.93
47,"Millingtoncity",0.15,0.89,0.16,0.4,0.25,0.34
9,"Norwichtown",0.45,0.48,0.47,0.44,0.46,0.34
48,"SulphurSpringscity",0.51,0.37,0.39,0.31,0.59,0.22
24,"Hagerstowncity",0.23,0.46,0.38,0.29,0.59,0.23
55,"MountPleasanttown",0.21,0.56,0.77,0.34,0.38,0.47
18,"CrownPointcity",0.31,0.48,0.46,0.54,0.31,0.46
36,"SaratogaSpringscity",0.32,0.46,0.22,0.77,0.25,0.63
44,"Narragansetttown",0.31,0.61,0.16,0.57,0.2,0.53
6,"MissionViejocity",0.12,0.73,0.42,0.38,0.12,0.68
33,"Derrytown",0.32,0.81,0.6,0.25,0.34,0.48
6,"Haywardcity",0.37,0.56,0.39,0.25,0.48,0.31
34,"HighlandParkborough",0.3,0.7,0.29,0.97,0.15,0.86
55,"DePerecity",0.16,0.6,0.47,0.5,0.49,0.43
29,"KansasCitycity",0.46,0.52,0.29,0.43,0.39,0.41
34,"Holmdeltownship",0.11,0.52,0.22,0.53,0.08,0.87
21,"Independencecity",0.19,0.73,0.43,0.25,0.52,0.29
42,"Cumrutownship",0.08,0.59,0.53,0.49,0.4,0.51
36,"LongBeachcity",0.33,0.47,0.2,0.48,0.27,0.54
49,"Logancity",0.43,0.51,0.55,0.74,0.45,0.45
8,"Louisvillecity",0.15,0.89,0.52,0.5,0.16,0.73
9,"WestHartfordtown",0.21,0.47,0.24,0.69,0.15,0.79
1,"Tuskegeecity",1,0.08,0.14,1,0.4,0.5
16,"Pocatellocity",0.37,0.51,0.26,0.55,0.42,0.43
4,"Scottsdalecity",0.24,0.55,0.26,0.4,0.14,0.63
12,"Stuartcity",0.28,0.16,0.16,0.44,0.27,0.36
34,"Bernardstownship",0.12,0.6,0.33,0.48,0.08,0.91
25,"Northbridgetown",0.49,0.54,0.57,0.41,0.46,0.38
34,"Bloomfieldtownship",0.33,0.55,0.41,0.47,0.25,0.48
48,"Sweetwatercity",0.56,0.33,0.36,0.48,0.59,0.22
18,"Crawfordsvillecity",0.35,0.41,0.89,0.36,0.74,0.25
6,"SanRafaelcity",0.27,0.58,0.16,0.48,0.2,0.64
40,"ElkCitycity",0.54,0.34,0.11,0.43,0.45,0.34
54,"Fairmontcity",0.95,0.1,0.27,0.52,0.39,0.4
6,"Pacificacity",0.16,0.75,0.14,0.37,0.26,0.44
44,"Smithfieldtown",0.27,0.53,0.4,0.63,0.3,0.49
6,"Barstowcity",0.61,0.43,0.04,0.25,0.4,0.3
6,"LosGatostown",0.12,0.68,0.52,0.53,0.1,0.86
34,"SouthPlainfieldborough",0.25,0.65,0.46,0.3,0.32,0.41
55,"Middletoncity",0.06,0.83,0.2,0.71,0.18,0.65
25,"NorthAndovertown",0.24,0.56,0.5,0.58,0.15,0.72
48,"FarmersBranchcity",0.32,0.68,0.42,0.18,0.32,0.44
25,"Bedfordtown",0.11,0.64,0.47,0.73,0.11,0.74
16,"TwinFallscity",0.24,0.51,0.34,0.37,0.5,0.31
39,"Hilliardcity",0.21,0.68,0.41,0.38,0.34,0.47
36,"Oleancity",0.53,0.36,0.42,0.58,0.39,0.39
48,"Alvincity",0.25,0.56,0.4,0.35,0.4,0.29
1,"Homewoodcity",0.14,0.53,0.15,0.68,0.11,0.76
34,"Morristownship",0.11,0.63,0.3,0.57,0.1,0.9
34,"Pembertontownship",0.33,0.65,0.25,0.52,0.46,0.25
39,"Cincinnaticity",0.51,0.39,0.34,0.59,0.37,0.46
6,"Walnutcity",0.23,0.74,0.39,0.37,0.18,0.65
37,"Greenvillecity",0.41,0.49,0.34,0.7,0.32,0.55
48,"CopperasCovecity",0.51,0.65,0.1,0.48,0.3,0.31
6,"Coronadocity",0.03,0.8,0.16,0.53,0.08,0.76
25,"Uxbridgetown",0.41,0.59,0.59,0.38,0.46,0.36
18,"Connersvillecity",0.74,0.3,0.9,0.27,0.9,0.22
45,"Orangeburgcity",0.63,0.2,0.42,0.61,0.39,0.44
12,"SouthMiamicity",0.32,0.56,0.14,0.72,0.18,0.6
34,"Harrisontown",0.48,0.49,0.6,0.16,0.74,0.19
1,"Prichardcity",1,0.12,0.38,0.47,0.7,0.12
39,"Goshentownship",0.34,0.58,0.73,0.16,0.81,0.15
6,"WestHollywoodcity",0.45,0.58,0.17,0.39,0.1,0.8
42,"NewCastlecity",0.7,0.11,0.47,0.43,0.62,0.27
13,"Columbuscity",0.45,0.48,0.38,0.43,0.46,0.38
21,"Shivelycity",0.37,0.35,0.54,0.28,0.66,0.22
1,"Tuscaloosacity",0.44,0.28,0.24,0.87,0.33,0.51
19,"Indianolacity",0.16,0.64,0.24,0.5,0.34,0.37
9,"Berlintown",0.22,0.62,0.41,0.38,0.3,0.5
42,"Peterstownship",0.16,0.51,0.33,0.48,0.1,0.71
48,"LaPortecity",0.3,0.67,0.55,0.31,0.45,0.34
48,"Beaumontcity",0.51,0.38,0.31,0.56,0.36,0.42
4,"Gilberttown",0.23,0.8,0.44,0.36,0.28,0.47
12,"Casselberrycity",0.22,0.69,0.2,0.22,0.27,0.32
13,"Cartersvillecity",0.34,0.47,0.76,0.29,0.72,0.34
39,"Clevelandcity",0.99,0.19,0.53,0.42,0.67,0.2
25,"Northboroughtown",0.25,0.76,0.58,0.41,0.18,0.69
18,"Bedfordcity",0.36,0.29,0.57,0.46,0.67,0.34
34,"Plainfieldcity",0.57,0.61,0.49,0.41,0.66,0.31
34,"Uniontownship",0.25,0.49,0.36,0.4,0.3,0.44
25,"Holbrooktown",0.49,0.57,0.32,0.4,0.43,0.32
13,"CollegeParkcity",0.54,0.65,0.2,0.28,0.5,0.25
22,"Westwegocity",0.55,0.26,0.39,0.18,0.69,0.09
44,"Providencecity",0.61,0.35,0.56,0.57,0.54,0.39
23,"Augustacity",0.32,0.48,0.27,0.45,0.37,0.41
41,"OregonCitycity",0.16,0.59,0.45,0.36,0.56,0.27
23,"Watervillecity",0.49,0.32,0.35,0.85,0.36,0.47
21,"Winchestercity",0.38,0.4,0.53,0.26,0.68,0.25
39,"Jacksontownship",0.18,0.64,0.29,0.36,0.46,0.34
44,"NorthProvidencetown",0.37,0.52,0.44,0.49,0.36,0.42
42,"SouthWhitehalltownship",0.1,0.44,0.47,0.52,0.29,0.65
6,"UnionCitycity",0.25,0.69,0.6,0.22,0.54,0.3
34,"Veronatownship",0.09,0.55,0.31,0.61,0.17,0.8
25,"Hinghamtown",0.36,0.56,0.21,0.6,0.12,0.79
46,"Mitchellcity",0.26,0.52,0.36,0.56,0.46,0.34
39,"Urbanacity",0.46,0.44,0.92,0.25,0.83,0.27
13,"Valdostacity",0.49,0.44,0.38,0.53,0.53,0.4
37,"Grahamcity",0.14,0.55,0.88,0.25,0.74,0.27
55,"Marinettecity",0.48,0.34,0.68,0.27,0.68,0.25
34,"Princetonborough",0.15,0.4,0.12,1,0.04,0.89
37,"Thomasvillecity",0.26,0.58,1,0.13,1,0.19
5,"Rogerscity",0.15,0.53,0.64,0.21,0.67,0.31
8,"Sterlingcity",0.25,0.46,0.15,0.51,0.49,0.23
6,"Lynwoodcity",0.87,0.33,0.84,0.12,1,0.09
34,"WestMilfordtownship",0.25,0.73,0.42,0.3,0.32,0.47
55,"Waukeshacity",0.14,0.73,0.61,0.43,0.42,0.44
1,"Opelikacity",0.44,0.52,0.73,0.54,0.65,0.35
6,"LaMesacity",0.28,0.5,0.2,0.5,0.22,0.5
53,"Bellinghamcity",0.27,0.49,0.26,0.53,0.34,0.42
37,"Durhamcity",0.26,0.58,0.27,0.93,0.26,0.56
6,"Herculescity",0.24,0.83,0.23,0.36,0.24,0.55
39,"Daytoncity",0.71,0.28,0.42,0.48,0.52,0.31
39,"Stowcity",0.14,0.65,0.58,0.49,0.29,0.59
44,"Newportcity",0.36,0.58,0.15,0.56,0.14,0.51
51,"Herndontown",0.09,1,0.15,0.31,0.21,0.6
48,"Coppellcity",0.07,0.95,0.34,0.26,0.12,0.78
6,"Indiocity",0.66,0.44,0.04,0.27,0.38,0.16
9,"NewLondontown",0.52,0.52,0.4,0.61,0.35,0.3
25,"Longmeadowtown",0.17,0.53,0.28,0.71,0.05,0.85
6,"Albanycity",0.13,0.58,0.14,1,0.13,0.92
37,"Burlingtoncity",0.17,0.56,0.79,0.35,0.64,0.33
39,"Ashlandcity",0.4,0.41,0.84,0.51,0.75,0.37
6,"Glendoracity",0.23,0.6,0.44,0.4,0.26,0.5
6,"Sunnyvalecity",0.21,0.73,0.96,0.23,0.23,0.69
42,"Tredyffrintownship",0.08,0.68,0.43,0.54,0.05,0.91
22,"NewIberiacity",0.91,0.24,0.31,0.29,0.64,0.23
49,"Midvalecity",0.45,0.55,0.4,0.23,0.59,0.2
6,"Livermorecity",0.22,0.75,0.32,0.54,0.26,0.5
55,"Kaukaunacity",0.29,0.55,0.8,0.26,0.7,0.22
56,"Evanstoncity",0.27,0.7,0.07,0.49,0.35,0.32
45,"Greenwoodcity",0.5,0.34,0.84,0.3,0.86,0.25
18,"Noblesvillecity",0.12,0.68,0.44,0.33,0.3,0.49
25,"Medfieldtown",0.22,0.69,0.4,0.57,0.13,0.76
29,"Columbiacity",0.28,0.48,0.11,1,0.2,0.6
48,"ElPasocity",0.66,0.36,0.37,0.44,0.47,0.39
48,"Lancastercity",0.32,0.68,0.29,0.43,0.36,0.32
25,"Bellinghamtown",0.4,0.73,0.58,0.33,0.4,0.39
34,"Manchestertownship",0.42,0,0.28,0.44,0.4,0.3
8,"Longmontcity",0.36,0.66,0.54,0.28,0.4,0.4
48,"Gatesvillecity",0.58,0,0.26,0.33,0.37,0.28
34,"Manalapantownship",0.24,0.49,0.28,0.42,0.18,0.65
34,"NewProvidenceborough",0.11,0.66,0.27,0.43,0.11,0.76
25,"Framinghamtown",0.4,0.64,0.41,0.53,0.19,0.64
6,"Arcatacity",0.63,0.33,0.24,0.67,0.34,0.45
47,"Springfieldcity",0.37,0.38,0.74,0.24,0.83,0.26
37,"Edencity",0.28,0.41,1,0.18,0.97,0.17
12,"PompanoBeachcity",0.39,0.29,0.16,0.31,0.32,0.37
55,"TwoRiverscity",0.25,0.51,1,0.23,0.91,0.21
34,"Moorestowntownship",0.13,0.52,0.28,0.63,0.15,0.79
11,"Washingtoncity",0.44,0.5,0.06,0.7,0.19,0.66
42,"Emmausborough",0.27,0.48,0.71,0.36,0.51,0.36
55,"Oconomowoccity",0.09,0.55,0.66,0.44,0.43,0.39
6,"SanCarloscity",0.09,0.67,0.36,0.41,0.16,0.66
42,"Manheimtownship",0.08,0.51,0.56,0.5,0.32,0.6
54,"Moundsvillecity",0.62,0.11,0.33,0.47,0.54,0.27
55,"Madisoncity",0.17,0.64,0.19,0.8,0.21,0.59
28,"Pascagoulacity",0.49,0.42,0.74,0.34,0.4,0.44
42,"Coatesvillecity",0.43,0.36,0.48,0.58,0.53,0.17
21,"Newportcity",0.6,0.39,0.44,0.22,0.67,0.17
12,"MiamiSpringscity",0.41,0.52,0.18,0.34,0.21,0.43
6,"Escondidocity",0.38,0.55,0.34,0.27,0.36,0.37
6,"Hawthornecity",0.43,0.63,0.62,0.22,0.43,0.32
29,"Bridgetoncity",0.13,0.63,0.5,0.31,0.29,0.5
6,"ChulaVistacity",0.37,0.5,0.32,0.35,0.31,0.42
6,"PalmDesertcity",0.22,0.44,0.06,0.3,0.12,0.47
6,"SanJosecity",0.33,0.65,0.74,0.26,0.36,0.45
25,"Newtoncity",0.2,0.62,0.22,0.95,0.08,0.93
55,"Shorewoodvillage",0.11,0.6,0.23,0.97,0.08,0.96
40,"Claremorecity",0.31,0.43,0.45,0.43,0.44,0.34
6,"SanJacintocity",0.54,0.14,0.27,0.36,0.47,0.24
48,"Robstowncity",0.85,0.12,0.37,0.35,0.66,0.16
37,"Carytown",0.08,0.89,0.36,0.43,0.1,0.73
6,"LaQuintacity",0.37,0.58,0.14,0.33,0.21,0.44
39,"Sharonvillecity",0.07,0.64,0.65,0.29,0.34,0.52
49,"SaltLakeCitycity",0.33,0.5,0.25,0.63,0.35,0.53
12,"Venicecity",0.21,0,0.16,0.52,0.22,0.4
41,"Springfieldcity",0.52,0.48,0.44,0.32,0.66,0.18
6,"SimiValleycity",0.22,0.79,0.51,0.24,0.26,0.48
6,"Maderacity",1,0.24,0.36,0.33,0.57,0.17
12,"SafetyHarborcity",0.25,0.55,0.27,0.44,0.19,0.58
18,"Martinsvillecity",0.36,0.46,0.65,0.35,0.67,0.2
9,"Farmingtontown",0.17,0.62,0.3,0.63,0.12,0.78
1,"Scottsborocity",0.26,0.45,0.72,0.32,0.73,0.36
39,"ShakerHeightscity",0.2,0.57,0.23,1,0.08,1
25,"Webstertown",0.41,0.48,0.58,0.32,0.56,0.28
39,"Girardcity",0.51,0.3,0.52,0.47,0.48,0.29
18,"Bloomingtoncity",0.43,0.26,0.16,1,0.21,0.65
49,"Centervillecity",0.31,0.69,0.27,0.48,0.24,0.59
25,"NorthAdamscity",0.66,0.34,0.52,0.58,0.46,0.3
45,"Irmotown",0.13,0.95,0.21,0.49,0.17,0.62
21,"BowlingGreencity",0.44,0.43,0.35,0.57,0.44,0.43
8,"Bouldercity",0.29,0.6,0.23,0.86,0.12,0.76
34,"Lawrencetownship",0.13,0.61,0.25,0.72,0.13,0.8
55,"WestAlliscity",0.21,0.55,0.53,0.35,0.48,0.29
39,"Soloncity",0.08,0.63,0.49,0.44,0.14,0.71
53,"Rentoncity",0.25,0.67,0.74,0.13,0.32,0.45
34,"Vinelandcity",0.46,0.43,0.49,0.43,0.57,0.31
48,"Burlesoncity",0.38,0.59,0.57,0.32,0.45,0.32
34,"Pleasantvillecity",0.56,0.53,0.09,0.26,0.33,0.23
39,"Nilescity",0.44,0.35,0.7,0.35,0.69,0.28
51,"Martinsvillecity",0.34,0.4,1,0.26,0.92,0.34
25,"Atholtown",0.74,0.38,0.79,0.41,0.65,0.24
53,"Bothellcity",0.15,0.67,0.41,0.39,0.27,0.54
37,"Kernersvilletown",0.36,0.72,0.62,0.16,0.57,0.29
48,"SanAntoniocity",0.59,0.43,0.18,0.47,0.35,0.38
25,"Wakefieldtown",0.39,0.59,0.37,0.5,0.23,0.55
34,"Livingstontownship",0.1,0.65,0.25,0.64,0.09,0.8
44,"Middletowntown",0.27,0.67,0.23,0.62,0.21,0.56
42,"BeaverFallscity",0.9,0.1,0.34,0.77,0.53,0.22
6,"Hesperiacity",0.61,0.3,0.26,0.18,0.5,0.22
42,"Butlercity",0.47,0.3,0.39,0.39,0.54,0.25
4,"SierraVistacity",0.32,0.66,0.09,0.38,0.22,0.54
48,"Schertzcity",0.33,0.63,0.2,0.3,0.3,0.37
22,"Lafayettecity",0.58,0.41,0.11,0.57,0.25,0.53
42,"LowerSalfordtownship",0.05,0.77,0.68,0.3,0.38,0.46
5,"Searcycity",0.33,0.26,0.34,0.78,0.47,0.46
39,"Sylvaniatownship",0.21,0.61,0.4,0.62,0.24,0.68
39,"Worthingtoncity",0.1,0.61,0.2,0.98,0.03,0.95
18,"Highlandtown",0.18,0.54,0.54,0.47,0.36,0.43
9,"Westporttown",0.14,0.61,0.28,0.58,0.03,0.98
48,"Lewisvillecity",0.19,0.88,0.47,0.23,0.31,0.45
40,"Chickashacity",0.64,0.27,0.36,0.61,0.5,0.37
34,"EggHarbortownship",0.25,0.71,0.07,0.24,0.28,0.34
18,"Griffithtown",0.22,0.61,0.63,0.24,0.5,0.28
1,"Bessemercity",0.72,0.17,0.36,0.38,0.62,0.18
6,"Fremontcity",0.22,0.74,0.63,0.25,0.3,0.55
25,"Naticktown",0.27,0.71,0.3,0.64,0.14,0.71
40,"Normancity",0.37,0.54,0.17,0.78,0.24,0.59
28,"Ridgelandcity",0.15,0.93,0.15,0.59,0.13,0.67
34,"Princetontownship",0.18,0.52,0.16,1,0.01,1
13,"Douglascity",0.58,0.32,0.61,0.4,0.69,0.3
6,"MountainViewcity",0.14,0.81,0.77,0.38,0.2,0.7
34,"Tenaflyborough",0.11,0.46,0.28,0.77,0.06,1
6,"Burbankcity",0.3,0.58,0.42,0.3,0.29,0.51
36,"Lockportcity",0.48,0.39,0.61,0.44,0.67,0.28
34,"Eatontownborough",0.22,0.7,0.25,0.37,0.23,0.55
6,"SierraMadrecity",0.09,0.62,0.21,0.8,0.11,0.82
44,"Bristoltown",0.46,0.48,0.64,0.44,0.55,0.37
55,"OakCreekcity",0.19,0.74,0.73,0.24,0.53,0.31
12,"Miamicity",0.75,0.31,0.31,0.27,0.57,0.22
21,"Ashlandcity",0.46,0.16,0.5,0.43,0.46,0.4
48,"Dentoncity",0.37,0.53,0.26,0.69,0.27,0.49
34,"LincolnParkborough",0.19,0.66,0.39,0.27,0.21,0.57
6,"SanBrunocity",0.22,0.63,0.18,0.27,0.3,0.4
33,"Concordcity",0.38,0.52,0.3,0.63,0.27,0.54
42,"Columbiaborough",0.31,0.5,1,0.19,1,0.12
9,"Milfordtown",0.33,0.6,0.55,0.36,0.32,0.46
6,"CathedralCitycity",0.38,0.5,0.08,0.2,0.28,0.25
25,"Bridgewatertown",0.38,0.46,0.3,0.53,0.31,0.44
47,"Franklincity",0.17,0.7,0.4,0.4,0.35,0.54
22,"Slidellcity",0.32,0.47,0.26,0.44,0.21,0.55
6,"Cudahycity",0.69,0.4,0.88,0.01,1,0
23,"Sacocity",0.36,0.57,0.49,0.47,0.42,0.4
9,"Orangetown",0.14,0.56,0.34,0.64,0.16,0.81
13,"Moultriecity",0.5,0.28,0.62,0.43,0.73,0.32
13,"Roswellcity",0.1,0.79,0.25,0.27,0.12,0.66
25,"NewBedfordcity",0.84,0.29,0.65,0.34,0.78,0.21
47,"EastRidgecity",0.26,0.53,0.4,0.32,0.38,0.37
42,"Johnstowncity",1,0.03,0.36,0.53,0.58,0.21
42,"Chestercity",0.86,0.25,0.4,0.69,0.53,0.21
48,"LakeJacksoncity",0.15,0.67,0.91,0.31,0.25,0.64
5,"FortSmithcity",0.33,0.48,0.65,0.35,0.61,0.35
6,"Hemetcity",0.66,0,0.24,0.4,0.45,0.28
4,"ParadiseValleytown",0.16,0.38,0.2,0.64,0.04,1
6,"Oaklandcity",0.63,0.4,0.22,0.58,0.34,0.52
6,"Reedleycity",1,0.35,0.22,0.33,0.45,0.21
6,"Auburncity",0.22,0.39,0.2,0.5,0.19,0.55
6,"ArroyoGrandecity",0.3,0.4,0.15,0.33,0.24,0.42
42,"Northamptontownship",0.11,0.7,0.35,0.45,0.14,0.64
51,"Hamptoncity",0.35,0.57,0.42,0.4,0.34,0.37
6,"WestSacramentocity",0.62,0.32,0.19,0.25,0.58,0.22
1,"Sylacaugacity",0.27,0.37,0.73,0.4,0.72,0.43
12,"LighthousePointcity",0.24,0.31,0.16,0.37,0.12,0.54
36,"Dunkirkcity",0.77,0.29,0.61,0.5,0.68,0.19
6,"Vallejocity",0.41,0.52,0.29,0.4,0.33,0.35
29,"Kennettcity",0.62,0.24,0.43,0.52,0.58,0.35
6,"SouthGatecity",0.74,0.42,0.85,0.08,0.99,0.07
6,"HermosaBeachcity",0.04,0.98,0.51,0.34,0.09,0.92
42,"UpperGwyneddtownship",0.06,0.73,0.74,0.42,0.27,0.68
9,"Simsburytown",0.1,0.69,0.32,0.58,0.05,0.9
41,"Medfordcity",0.44,0.41,0.28,0.36,0.48,0.34
19,"Dubuquecity",0.29,0.5,0.49,0.59,0.46,0.37
55,"Whitewatercity",0.24,0.43,0.24,0.68,0.35,0.45
8,"Broomfieldcity",0.19,0.81,0.5,0.38,0.34,0.5
39,"Westlakecity",0.13,0.55,0.39,0.55,0.15,0.76
12,"LakeWorthcity",0.34,0.36,0.1,0.38,0.31,0.23
48,"Duncanvillecity",0.25,0.73,0.29,0.39,0.29,0.53
45,"Florencecity",0.38,0.39,0.38,0.55,0.44,0.44
6,"Brawleycity",1,0.27,0.13,0.39,0.44,0.28
34,"Ramseyborough",0.19,0.63,0.36,0.29,0.1,0.72
12,"Miramarcity",0.27,0.67,0.2,0.38,0.24,0.39
25,"Miltontown",0.25,0.5,0.15,0.79,0.1,0.83
6,"SantaAnacity",0.56,0.59,0.7,0.11,0.79,0.15
25,"Saugustown",0.35,0.55,0.38,0.34,0.31,0.41
40,"Woodwardcity",0.25,0.49,0.14,0.32,0.48,0.26
33,"Somersworthcity",0.31,0.67,0.78,0.22,0.57,0.29
8,"Lafayettecity",0.2,0.81,0.57,0.36,0.37,0.49
48,"Athenscity",0.6,0.3,0.28,0.5,0.44,0.34
42,"Scotttownship",0.13,0.55,0.21,0.54,0.19,0.6
34,"Middletownship",0.52,0.38,0.1,0.52,0.39,0.24
25,"Watertowntown",0.25,0.64,0.34,0.73,0.19,0.77
13,"EastPointcity",0.56,0.53,0.21,0.36,0.51,0.31
34,"OldBridgetownship",0.25,0.68,0.36,0.28,0.36,0.45
42,"Hilltowntownship",0.05,0.71,0.6,0.29,0.5,0.37
18,"Vincennescity",0.58,0.26,0.19,0.65,0.46,0.33
