"state","communityname","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell"
29,"Raytowncity",0.01,0.1,0,0.13,0.16,0.13,0.11,0.01,0.01,0.01,0.01,0.96,0.02
12,"Homesteadcity",0.07,1,0.04,0.38,0.66,0.72,0.82,0.53,0.8,0.79,0.84,0.32,0.85
51,"FrontRoyaltown",0,0.15,0,0.07,0.05,0.34,0.28,0.01,0,0.03,0.02,0.96,0.04
33,"Londonderrytown",0,0.1,0,0.17,0.18,0.26,0.24,0.04,0.04,0.05,0.04,0.93,0.02
13,"Covingtoncity",0.02,0.84,0,0.75,0.55,0.45,0.38,0.05,0.03,0.02,0.02,0.97,0.03
39,"Beavercreekcity",0,0.03,0.01,0.36,0.37,0.39,0.36,0.09,0.08,0.07,0.06,0.94,0.03
6,"Commercecity",0.01,0.5,0.03,0.32,0.34,0.38,0.43,0.9,0.84,0.83,0.88,0,1
25,"Plymouthtown",0.02,0.17,0.01,0.11,0.17,0.19,0.23,0.02,0.03,0.03,0.04,0.91,0.04
53,"Spokanecity",0.09,0.24,0.05,0.33,0.35,0.36,0.35,0.09,0.09,0.08,0.07,0.92,0.05
8,"CanonCitycity",0,0.06,0,0.13,0.31,0.25,0.21,0.02,0.04,0.03,0.02,0.93,0.02
34,"SouthOrangeVillagetownship",0,0.11,0.01,0.24,0.31,0.31,0.34,0.2,0.22,0.21,0.21,0.75,0.08
6,"Millbraecity",0,0.08,0.04,0.35,0.41,0.49,0.46,0.65,0.66,0.71,0.62,0.44,0.3
39,"GarfieldHeightscity",0.01,0.19,0.01,0.11,0.09,0.14,0.14,0.03,0.02,0.03,0.03,0.83,0.06
34,"Bellmawrborough",0,0.14,0,0,0.03,0.12,0.19,0,0.01,0.02,0.03,0.89,0.07
53,"Everettcity",0.04,0.3,0.03,0.23,0.32,0.45,0.51,0.1,0.13,0.16,0.17,0.87,0.11
49,"Sandycity",0.01,0.03,0.01,0.24,0.23,0.26,0.33,0.05,0.04,0.04,0.05,0.92,0.04
13,"Romecity",0.04,0.51,0,0.29,0.36,0.62,0.74,0.04,0.04,0.06,0.07,0.94,0.05
37,"Hickorycity",0.02,0.39,0,0.35,0.55,0.73,0.67,0.05,0.07,0.08,0.07,0.95,0.05
13,"Dublincity",0.03,0.74,0,0.28,0.34,0.28,0.24,0.02,0.02,0.02,0.01,0.96,0.03
53,"Aberdeencity",0.01,0.29,0,0.17,0.25,0.37,0.35,0.05,0.06,0.08,0.07,0.9,0.04
55,"Beloitcity",0.05,0.58,0.01,0.33,0.35,0.37,0.42,0.05,0.05,0.05,0.05,0.94,0.04
6,"MontereyParkcity",0.03,0.23,0.21,0.47,0.52,0.59,0.68,1,1,1,1,0,1
55,"Marshfieldcity",0,0.1,0,0.25,0.18,0.29,0.25,0.02,0.01,0.02,0.02,0.95,0.04
47,"Shelbyvillecity",0.01,0.41,0,0.38,0.89,1,1,0.03,0.07,0.08,0.07,0.97,0.06
12,"Edgewatercity",0,0.03,0,0.13,0.09,0.08,0.13,0.03,0.02,0.01,0.02,0.92,0.03
6,"Temeculacity",0,0.09,0.02,0.36,0.5,0.62,0.61,0.24,0.3,0.33,0.3,0.74,0.25
21,"Paducahcity",0.03,0.39,0,0.15,0.28,0.4,0.52,0.01,0.02,0.02,0.03,0.97,0.03
48,"Eulesscity",0.01,0.15,0.02,0.33,0.45,0.56,0.64,0.18,0.22,0.24,0.25,0.79,0.14
36,"Yorktowntown",0,0.06,0.02,0.17,0.24,0.26,0.28,0.12,0.15,0.15,0.15,0.8,0.07
48,"Austincity",0.28,0.36,0.27,0.5,0.59,0.66,0.73,0.3,0.31,0.32,0.32,0.62,0.23
53,"Richlandcity",0.01,0.13,0.01,0.3,0.25,0.38,0.41,0.08,0.06,0.08,0.08,0.91,0.05
39,"Fairborncity",0.01,0.16,0.01,0.61,0.68,0.64,0.6,0.15,0.15,0.13,0.11,0.92,0.05
47,"Morristowncity",0.01,0.25,0,0.13,0.42,0.45,0.38,0,0.01,0.02,0.01,0.97,0.01
34,"Pennsvilletownship",0,0.1,0,0,0.14,0.12,0.13,0,0.02,0.01,0.01,0.95,0.05
34,"Oaklandborough",0,0.05,0.01,0.33,0.31,0.31,0.27,0.22,0.17,0.16,0.13,0.8,0.04
28,"Vicksburgcity",0.06,1,0,0,0.39,0.61,0.75,0,0.02,0.03,0.03,0.98,0.02
25,"Sudburytown",0,0.04,0.01,0.18,0.26,0.36,0.34,0.09,0.11,0.14,0.12,0.89,0.03
34,"Waynetownship",0,0.04,0.03,0.17,0.23,0.25,0.28,0.13,0.15,0.15,0.15,0.75,0.1
53,"Pascocity",0.03,0.6,0.03,0.59,0.74,0.71,0.73,0.9,0.99,0.87,0.81,0.31,1
35,"Demingcity",0.01,0.36,0.01,0.24,0.36,0.53,0.49,0.27,0.35,0.47,0.4,0.12,0.75
9,"Norwalktown",0.05,0.38,0.07,0.26,0.37,0.42,0.45,0.24,0.3,0.32,0.31,0.67,0.23
39,"Middletowncity",0.03,0.3,0,0.11,0.13,0.15,0.26,0.01,0.01,0.01,0.01,0.96,0.04
25,"Ludlowtown",0,0.12,0.02,0.09,0.1,0.1,0.12,0.11,0.1,0.09,0.1,0.5,0.36
6,"SanBernardinocity",0.23,0.64,0.17,0.5,0.59,0.66,0.69,0.54,0.56,0.57,0.55,0.5,0.54
25,"Woburncity",0.01,0.12,0.01,0.27,0.26,0.28,0.3,0.11,0.1,0.1,0.09,0.85,0.07
5,"Jonesborocity",0.01,0.13,0,1,1,1,0.92,0.09,0.07,0.06,0.05,0.97,0.03
34,"Nutleytownship",0,0.04,0.02,0.36,0.36,0.39,0.42,0.27,0.23,0.23,0.23,0.75,0.15
55,"RiverFallscity",0,0.2,0,0.44,0.55,0.56,0.58,0.07,0.08,0.07,0.07,0.91,0.07
40,"MidwestCitycity",0.03,0.27,0.01,0.38,0.35,0.33,0.39,0.06,0.05,0.04,0.05,0.93,0.04
47,"Knoxvillecity",0.13,0.39,0.02,0.85,0.77,0.79,0.75,0.12,0.09,0.09,0.08,0.95,0.03
39,"Loraincity",0.06,0.37,0.01,0.05,0.08,0.07,0.07,0.01,0.01,0.01,0.01,0.71,0.17
41,"Beavertoncity",0.01,0.13,0.03,0.37,0.45,0.55,0.62,0.25,0.27,0.3,0.31,0.81,0.11
48,"Freeportcity",0.01,0.28,0.01,0.15,0.3,0.35,0.42,0.12,0.21,0.21,0.24,0.45,0.42
23,"PresqueIslecity",0,0.08,0,0.17,0.17,0.25,0.22,0.06,0.06,0.08,0.06,0.86,0.01
40,"Moorecity",0.01,0.06,0.01,0.16,0.18,0.32,0.39,0.02,0.02,0.04,0.04,0.93,0.03
55,"Kenoshacity",0.06,0.33,0.03,0.22,0.25,0.26,0.27,0.08,0.08,0.07,0.07,0.83,0.1
39,"Chillicothecity",0.01,0.21,0,0.45,0.33,0.41,0.4,0.04,0.03,0.03,0.03,0.96,0.04
6,"SantaRosacity",0.04,0.17,0.07,0.36,0.48,0.54,0.56,0.25,0.29,0.3,0.28,0.8,0.18
40,"Bartlesvillecity",0.01,0.12,0,0.48,0.41,0.48,0.47,0.07,0.05,0.06,0.05,0.95,0.02
42,"WestWhitelandtownship",0,0.03,0,0.35,0.32,0.36,0.39,0.11,0.09,0.09,0.09,0.91,0.01
34,"Bellevilletownship",0.01,0.2,0.03,0.18,0.32,0.37,0.41,0.2,0.3,0.31,0.32,0.56,0.27
5,"Russellvillecity",0,0.11,0,0.34,0.25,0.21,0.21,0.02,0.01,0.01,0.01,0.97,0.03
8,"Brightoncity",0.01,0.16,0.01,0.22,0.47,0.55,0.59,0.11,0.2,0.22,0.21,0.63,0.26
19,"Spencercity",0,0.07,0,0.42,0.31,0.26,0.22,0.01,0.01,0.01,0,0.98,0.01
12,"PembrokePinescity",0.02,0.15,0.07,0.2,0.24,0.26,0.32,0.21,0.22,0.22,0.25,0.7,0.14
25,"Leominstercity",0.01,0.19,0.02,0.25,0.28,0.31,0.36,0.14,0.13,0.13,0.14,0.7,0.22
39,"Columbuscity",0.67,0.59,0.16,0.58,0.65,0.68,0.66,0.15,0.15,0.14,0.13,0.91,0.06
5,"Stuttgartcity",0.01,0.32,0,0.94,0.7,0.57,0.48,0.01,0.01,0.01,0,0.97,0.01
36,"Auburncity",0.02,0.34,0.01,0.1,0.08,0.13,0.19,0.03,0.02,0.03,0.04,0.85,0.08
35,"Albuquerquecity",0.24,0.3,0.14,0.29,0.37,0.44,0.51,0.11,0.13,0.14,0.15,0.57,0.17
13,"Americuscity",0.04,1,0,0.9,0.66,0.54,0.46,0.04,0.03,0.02,0.01,0.96,0.03
36,"Fultoncity",0.01,0.16,0,0.15,0.14,0.28,0.45,0.03,0.02,0.04,0.06,0.91,0.05
6,"PicoRiveracity",0.06,0.45,0.12,0.29,0.35,0.39,0.45,0.59,0.63,0.64,0.67,0,0.92
44,"Warrentown",0,0.11,0.01,0.01,0.18,0.22,0.2,0.01,0.11,0.13,0.1,0.71,0.23
34,"Westwoodborough",0,0.13,0.01,0.18,0.28,0.37,0.32,0.15,0.2,0.24,0.19,0.74,0.1
8,"Lovelandcity",0.01,0.09,0,0.11,0.08,0.1,0.17,0.01,0.01,0.01,0.01,0.93,0.03
39,"Toledocity",0.37,0.49,0.06,0.45,0.48,0.46,0.45,0.09,0.08,0.07,0.06,0.9,0.05
6,"MorganHillcity",0.01,0.14,0.02,0.3,0.36,0.34,0.37,0.23,0.25,0.21,0.21,0.66,0.22
42,"Nanticokecity",0,0.12,0,0,0.17,0.26,0.22,0,0.01,0.02,0.02,0.85,0.08
45,"Hanahancity",0,0.09,0,0.5,0.64,0.68,0.64,0.09,0.1,0.1,0.08,0.93,0.07
55,"WestBendcity",0.01,0.12,0,0,0.03,0.11,0.12,0,0,0.01,0.01,0.94,0.02
34,"Burlingtontownship",0.01,0.52,0,0.29,0.29,0.35,0.42,0.11,0.1,0.1,0.12,0.86,0.08
34,"Lyndhursttownship",0,0.08,0.01,0.21,0.25,0.26,0.26,0.17,0.17,0.17,0.15,0.71,0.15
37,"NewBerncity",0.03,0.67,0,0.49,0.39,0.35,0.4,0.06,0.04,0.03,0.04,0.96,0.03
42,"Bensalemtownship",0.02,0.2,0.02,0.29,0.32,0.4,0.41,0.13,0.13,0.14,0.13,0.84,0.09
6,"Cypresscity",0.01,0.14,0.04,0.31,0.35,0.43,0.46,0.34,0.33,0.37,0.36,0.64,0.23
42,"Lancastertownship",0,0.14,0,0.37,0.44,0.43,0.46,0.14,0.14,0.13,0.12,0.83,0.05
25,"Cantontown",0,0.06,0.01,0,0.09,0.1,0.12,0,0.03,0.03,0.03,0.91,0.05
34,"UnionCitycity",0.07,0.65,0.21,0.34,0.42,0.48,0.57,1,1,1,1,0,1
6,"SantaFeSpringscity",0.02,0.44,0.02,0.4,0.43,0.41,0.52,0.67,0.63,0.55,0.64,0.08,0.67
34,"SouthRiverborough",0,0.1,0.02,0.45,0.54,0.5,0.53,0.59,0.62,0.53,0.51,0.49,0.51
18,"Merrillvilletown",0.01,0.1,0.01,0.03,0.05,0.05,0.06,0.01,0.02,0.02,0.02,0.77,0.1
19,"WestDesMoinescity",0,0.03,0,0.14,0.21,0.51,0.48,0.02,0.02,0.05,0.04,0.94,0.02
36,"Cohoescity",0.01,0.34,0.01,0.21,0.17,0.16,0.17,0.07,0.05,0.04,0.04,0.83,0.09
19,"Urbandalecity",0,0.04,0,0.35,0.39,0.44,0.44,0.05,0.04,0.05,0.04,0.95,0.03
41,"ForestGrovecity",0,0.07,0.01,0.62,0.6,0.61,0.68,0.27,0.23,0.22,0.22,0.83,0.16
6,"Carsoncity",0.06,0.31,0.15,0.26,0.33,0.42,0.48,0.5,0.55,0.64,0.67,0.27,0.45
9,"Stamfordtown",0.1,0.52,0.13,0.41,0.47,0.5,0.51,0.54,0.54,0.52,0.49,0.61,0.25
34,"EastWindsortownship",0.01,0.15,0.02,0.3,0.45,0.51,0.49,0.22,0.29,0.3,0.26,0.78,0.08
37,"Kinstoncity",0.04,0.65,0,0.05,0.09,0.24,0.39,0,0.01,0.01,0.02,0.97,0
23,"Sanfordtown",0.01,0.19,0.01,0.14,0.18,0.19,0.31,0.05,0.06,0.06,0.08,0.68,0.09
20,"Wichitacity",0.19,0.3,0.08,0.43,0.48,0.54,0.63,0.12,0.12,0.12,0.13,0.89,0.08
6,"Montereycity",0.01,0.11,0.03,0.62,0.62,0.59,0.56,0.64,0.56,0.48,0.42,0.66,0.17
6,"Belmontcity",0,0.1,0.03,0.31,0.3,0.32,0.33,0.35,0.3,0.29,0.28,0.67,0.11
34,"AsburyParkcity",0.06,1,0.01,0.36,0.55,0.54,0.59,0.28,0.38,0.34,0.34,0.71,0.17
18,"Plainfieldtown",0,0.05,0,0.62,0.46,0.38,0.32,0.03,0.02,0.02,0.01,0.98,0.03
34,"WestOrangetownship",0.01,0.09,0.04,0.29,0.34,0.38,0.42,0.33,0.34,0.34,0.34,0.68,0.22
1,"Florencecity",0.03,0.31,0,0.45,0.53,0.51,0.44,0.02,0.02,0.02,0.01,0.98,0.02
6,"LosAngelescity",1,0.76,1,0.49,0.56,0.61,0.68,1,1,1,1,0.12,1
38,"Minotcity",0.01,0.15,0,0.66,0.52,0.45,0.41,0.1,0.07,0.06,0.05,0.92,0.03
47,"Clevelandcity",0.02,0.25,0,0.41,0.4,0.45,0.44,0.04,0.04,0.04,0.03,0.96,0.05
6,"Lakewoodcity",0.02,0.15,0.06,0.27,0.33,0.45,0.52,0.24,0.26,0.32,0.35,0.68,0.17
48,"CorpusChristicity",0.13,0.22,0.09,0.17,0.21,0.27,0.37,0.06,0.07,0.08,0.1,0.27,0.35
48,"Denisoncity",0.01,0.1,0,0.34,0.38,0.35,0.48,0.04,0.04,0.03,0.04,0.95,0.04
6,"DiamondBarcity",0.01,0.09,0.09,0.35,0.39,0.5,0.57,0.62,0.61,0.72,0.75,0.41,0.32
12,"PalmBeachGardenscity",0,0.05,0.01,0.28,0.28,0.28,0.31,0.14,0.12,0.11,0.11,0.86,0.04
44,"Cranstoncity",0.03,0.17,0.04,0.11,0.16,0.21,0.27,0.06,0.07,0.09,0.1,0.77,0.12
36,"Ithacacity",0.01,0.28,0.02,0.79,0.78,0.78,0.76,0.64,0.55,0.5,0.45,0.71,0.05
42,"Whitehalltownship",0.01,0.13,0.01,0.28,0.3,0.36,0.35,0.09,0.08,0.09,0.08,0.87,0.02
39,"UniversityHeightscity",0,0.18,0.01,0.17,0.21,0.25,0.25,0.12,0.13,0.14,0.13,0.81,0.05
42,"LowerAllentownship",0,0.08,0,0.42,0.48,0.68,0.68,0.06,0.06,0.08,0.08,0.92,0.04
25,"Readingtown",0,0.04,0.01,0.07,0.08,0.11,0.15,0.02,0.02,0.03,0.03,0.92,0.02
18,"Lafayettecity",0.01,0.12,0.01,0.81,0.67,0.61,0.58,0.14,0.1,0.08,0.07,0.94,0.05
9,"Ansoniatown",0.02,0.42,0.01,0.14,0.19,0.23,0.22,0.08,0.09,0.1,0.09,0.74,0.09
34,"Barnegattownship",0,0.15,0,0.2,0.19,0.22,0.22,0.08,0.06,0.07,0.06,0.9,0.03
34,"CedarGrovetownship",0,0.01,0.01,0.35,0.31,0.32,0.31,0.26,0.2,0.19,0.17,0.78,0.13
29,"Hannibalcity",0.01,0.2,0,0.88,0.65,0.53,0.45,0.05,0.03,0.02,0.02,0.97,0.02
36,"Gloversvillecity",0.01,0.31,0,0.33,0.24,0.22,0.19,0.05,0.03,0.02,0.02,0.93,0.04
34,"CherryHilltownship",0.01,0.05,0.04,0.17,0.21,0.28,0.32,0.11,0.12,0.15,0.16,0.78,0.09
9,"Seymourtown",0,0.12,0,0.1,0.1,0.18,0.26,0.02,0.02,0.04,0.05,0.83,0.04
13,"Albanycity",0.16,0.86,0,0.33,0.3,0.41,0.4,0.02,0.02,0.02,0.02,0.95,0.03
48,"Mercedescity",0.01,0.29,0.02,0.31,0.35,0.36,0.39,0.39,0.39,0.36,0.37,0,1
42,"UpperDarbytownship",0.02,0.15,0.05,0.37,0.44,0.48,0.55,0.24,0.25,0.24,0.26,0.81,0.16
56,"Laramiecity",0.01,0.25,0.01,0.98,0.94,0.84,0.8,0.24,0.2,0.16,0.14,0.88,0.05
40,"Okmulgeecity",0.01,0.4,0,0.82,0.71,0.58,0.5,0.05,0.04,0.03,0.02,0.95,0.01
42,"Harrisburgcity",0.16,1,0.01,0.47,0.51,0.54,0.58,0.1,0.09,0.09,0.09,0.82,0.15
47,"Germantowncity",0,0.03,0.01,0.28,0.23,0.4,0.47,0.08,0.06,0.09,0.09,0.92,0.03
34,"Middlesexborough",0,0.09,0.01,0.13,0.17,0.3,0.3,0.08,0.1,0.15,0.14,0.77,0.13
9,"NorthHaventown",0,0.02,0.01,0.08,0.08,0.15,0.16,0.03,0.03,0.05,0.05,0.83,0.09
39,"Massilloncity",0.02,0.32,0,0.06,0.05,0.04,0.05,0,0,0,0,0.96,0.03
36,"WhitePlainscity",0.05,0.54,0.07,0.43,0.5,0.52,0.54,0.64,0.65,0.61,0.59,0.59,0.32
25,"Haverhillcity",0.03,0.31,0.02,0.31,0.31,0.32,0.32,0.12,0.11,0.1,0.09,0.81,0.09
18,"Elkhartcity",0.05,0.5,0.01,0.46,0.42,0.44,0.49,0.09,0.07,0.07,0.07,0.92,0.04
1,"Troycity",0.02,0.68,0,0.95,0.7,0.63,0.78,0.11,0.07,0.06,0.07,0.94,0.01
36,"NewYorkcity",1,0.85,1,0.37,0.44,0.52,0.55,0.75,0.78,0.82,0.8,0.28,0.63
6,"Monroviacity",0.04,0.56,0.05,0.57,0.62,0.63,0.65,0.79,0.76,0.7,0.66,0.51,0.54
36,"Corningcity",0.01,0.25,0,0.25,0.33,0.27,0.28,0.07,0.08,0.06,0.06,0.91,0.02
6,"PaloAltocity",0.01,0.07,0.07,0.54,0.54,0.59,0.56,0.68,0.6,0.59,0.52,0.7,0.13
12,"Sanfordcity",0.05,0.62,0.01,0.31,0.32,0.39,0.45,0.08,0.07,0.08,0.09,0.88,0.09
21,"Erlangercity",0,0.09,0,0.49,0.43,0.45,0.38,0.04,0.03,0.03,0.02,0.97,0.03
54,"Bluefieldcity",0.01,0.24,0,0,0,0.1,0.14,0,0,0.01,0.01,0.97,0.01
18,"Portagecity",0.01,0.14,0,0.34,0.27,0.26,0.26,0.06,0.04,0.03,0.03,0.88,0.05
36,"Lackawannacity",0.02,0.43,0.01,0.2,0.16,0.13,0.13,0.08,0.06,0.04,0.04,0.7,0.13
42,"LowerMakefieldtownship",0,0.03,0.01,0.09,0.19,0.24,0.26,0.04,0.07,0.08,0.08,0.89,0.02
6,"Uplandcity",0.02,0.19,0.05,0.34,0.46,0.56,0.57,0.3,0.36,0.4,0.37,0.65,0.21
42,"Williamsportcity",0.03,0.45,0,0.4,0.36,0.36,0.49,0.03,0.03,0.02,0.03,0.95,0.03
29,"Independencecity",0.03,0.12,0.01,0.15,0.26,0.31,0.3,0.02,0.03,0.03,0.02,0.95,0.03
25,"Salemcity",0.02,0.24,0.02,0.38,0.46,0.49,0.55,0.24,0.25,0.24,0.25,0.71,0.22
6,"RedBluffcity",0.01,0.27,0,0.39,0.43,0.46,0.56,0.14,0.14,0.13,0.15,0.87,0.18
36,"GlensFallscity",0.01,0.15,0,0,0.09,0.11,0.13,0,0.01,0.01,0.01,0.94,0.03
39,"Tallmadgecity",0,0.13,0,0,0.05,0.12,0.12,0,0.01,0.02,0.02,0.92,0.04
46,"RapidCitycity",0.03,0.21,0.01,0.5,0.51,0.46,0.47,0.07,0.07,0.05,0.05,0.91,0.04
45,"Gaffneycity",0.03,0.75,0,0.53,0.39,0.32,0.27,0.03,0.02,0.02,0.01,0.98,0.03
6,"RanchoPalosVerdescity",0.01,0.06,0.06,0.52,0.47,0.48,0.45,0.84,0.66,0.62,0.54,0.52,0.24
13,"Carrolltoncity",0.02,0.65,0,0.79,0.62,0.72,0.64,0.12,0.08,0.08,0.07,0.94,0.04
55,"EauClairecity",0.02,0.17,0.01,1,1,0.99,0.96,0.26,0.24,0.19,0.17,0.92,0.07
33,"Milfordtown",0,0.1,0,0.14,0.2,0.16,0.16,0.03,0.04,0.03,0.03,0.94,0.03
25,"Beverlycity",0.01,0.12,0.01,0.17,0.21,0.25,0.29,0.06,0.06,0.07,0.07,0.88,0.05
6,"Mercedcity",0.05,0.36,0.07,0.54,0.61,0.6,0.73,0.72,0.71,0.63,0.7,0.4,0.76
56,"Cheyennecity",0.02,0.15,0.01,0.15,0.15,0.15,0.21,0.02,0.02,0.02,0.03,0.88,0.05
34,"Staffordtownship",0,0.1,0,0.09,0.09,0.1,0.09,0.03,0.02,0.03,0.02,0.88,0.04
23,"Brunswicktown",0,0.09,0,0.24,0.38,0.35,0.32,0.05,0.07,0.06,0.05,0.85,0.04
48,"Kerrvillecity",0.01,0.23,0,0.2,0.18,0.25,0.34,0.06,0.05,0.06,0.08,0.68,0.11
55,"Glendalecity",0,0.05,0.01,0.37,0.35,0.35,0.4,0.24,0.2,0.18,0.19,0.82,0.07
18,"Garycity",0.32,1,0.01,0.11,0.08,0.1,0.1,0.01,0.01,0.01,0.01,0.9,0.04
34,"Trentoncity",0.23,1,0.04,0.39,0.44,0.53,0.58,0.2,0.2,0.22,0.22,0.63,0.31
51,"Waynesborocity",0.01,0.2,0,0.18,0.13,0.39,0.54,0.03,0.02,0.05,0.06,0.96,0.02
28,"MossPointcity",0.03,0.62,0,0.23,0.31,0.25,0.21,0.01,0.01,0.01,0,0.97,0.05
21,"Glasgowcity",0.01,0.26,0,0,0,0,0,0,0,0,0,0.97,0.02
41,"Tigardcity",0,0.07,0.01,0.39,0.42,0.46,0.43,0.14,0.13,0.13,0.11,0.89,0.07
48,"Weslacocity",0.01,0.15,0.03,0.18,0.2,0.27,0.32,0.26,0.25,0.3,0.33,0,1
25,"Brocktoncity",0.11,0.55,0.07,0.38,0.5,0.52,0.53,0.3,0.34,0.32,0.31,0.7,0.22
12,"BocaRatoncity",0.01,0.08,0.05,0.39,0.48,0.52,0.52,0.36,0.39,0.38,0.36,0.74,0.15
46,"SiouxFallscity",0.03,0.14,0.01,0.51,0.48,0.48,0.55,0.06,0.05,0.05,0.05,0.95,0.04
6,"Dinubacity",0.01,0.32,0.02,0.39,0.48,0.52,0.53,0.64,0.68,0.67,0.63,0.07,1
9,"Hartfordtown",0.49,1,0.14,0.39,0.45,0.51,0.56,0.42,0.43,0.44,0.44,0.31,0.63
1,"Saralandcity",0,0.07,0,0.52,0.38,0.45,0.38,0.02,0.01,0.02,0.01,0.97,0
49,"Bountifulcity",0,0.03,0,0.17,0.2,0.27,0.3,0.02,0.03,0.03,0.03,0.94,0.03
25,"Sharontown",0,0.02,0.01,0.37,0.3,0.32,0.4,0.22,0.16,0.16,0.18,0.85,0.06
12,"Ocoeecity",0,0.1,0,0.45,0.48,0.45,0.42,0.16,0.15,0.13,0.11,0.84,0.13
48,"Donnacity",0.01,0.28,0.02,0.16,0.26,0.38,0.43,0.21,0.29,0.39,0.4,0,1
34,"RiverEdgeborough",0,0.02,0.01,0.33,0.29,0.35,0.35,0.39,0.3,0.33,0.3,0.68,0.17
6,"Stantoncity",0.02,0.35,0.06,0.58,0.64,0.7,0.74,1,1,1,1,0.28,0.97
1,"Hartsellecity",0,0.1,0,0,0,0,0,0,0,0,0,0.98,0.01
51,"Radfordcity",0,0.1,0,0.81,0.78,0.76,0.67,0.16,0.13,0.12,0.09,0.93,0.03
6,"Breacity",0.01,0.1,0.03,0.35,0.42,0.48,0.48,0.3,0.32,0.34,0.31,0.72,0.22
9,"SouthWindsortown",0,0.04,0.01,0.07,0.11,0.14,0.15,0.03,0.04,0.05,0.05,0.84,0.04
42,"Yorktownship",0,0.06,0,0.29,0.49,0.46,0.58,0.04,0.06,0.05,0.06,0.95,0.03
50,"Rutlandcity",0.01,0.16,0,0.17,0.15,0.23,0.19,0.03,0.02,0.03,0.03,0.93,0.02
25,"Norwoodtown",0.01,0.1,0.02,0.27,0.28,0.34,0.33,0.17,0.16,0.17,0.16,0.84,0.04
47,"Athenscity",0,0.13,0,0.26,0.55,0.45,0.38,0.01,0.03,0.02,0.01,0.98,0.02
6,"Saratogacity",0,0.01,0.03,0.3,0.32,0.35,0.36,0.33,0.31,0.31,0.3,0.68,0.12
6,"Arcadiacity",0.01,0.07,0.09,0.53,0.58,0.69,0.67,1,0.98,1,0.94,0.43,0.4
18,"Huntingtoncity",0,0.1,0,0.9,0.73,0.6,0.51,0.07,0.05,0.04,0.03,0.97,0.01
48,"SanBenitocity",0.01,0.23,0.02,0.25,0.32,0.36,0.47,0.3,0.33,0.34,0.41,0,1
29,"Ballwincity",0,0.03,0,0.38,0.33,0.37,0.41,0.07,0.06,0.06,0.06,0.94,0.02
37,"Raleighcity",0.16,0.49,0.07,0.62,0.71,0.75,0.72,0.22,0.22,0.21,0.19,0.89,0.06
48,"FortWorthcity",0.37,0.4,0.27,0.34,0.39,0.49,0.63,0.21,0.22,0.25,0.29,0.67,0.31
41,"GrantsPasscity",0.01,0.23,0,0.21,0.25,0.27,0.35,0.04,0.04,0.04,0.05,0.95,0.04
6,"RedondoBeachcity",0.02,0.28,0.05,0.4,0.43,0.46,0.48,0.35,0.33,0.32,0.31,0.73,0.17
1,"Hueytowncity",0.01,0.21,0,0,0,0,0.46,0,0,0,0.01,0.98,0.03
13,"Atlantacity",1,1,0.09,0.47,0.64,0.68,0.72,0.11,0.13,0.13,0.13,0.91,0.08
6,"Bellcity",0.07,1,0.13,0.43,0.47,0.52,0.61,1,1,1,1,0,1
25,"Bostoncity",0.93,0.91,0.77,0.56,0.59,0.64,0.67,0.78,0.72,0.72,0.68,0.56,0.41
6,"YubaCitycity",0.01,0.19,0.02,0.43,0.53,0.58,0.63,0.39,0.42,0.42,0.42,0.64,0.4
34,"Mantuatownship",0,0.09,0,0.06,0.27,0.22,0.35,0.01,0.03,0.02,0.03,0.97,0.03
49,"WestJordancity",0.01,0.08,0.01,0.12,0.14,0.18,0.37,0.02,0.02,0.02,0.04,0.91,0.05
44,"CentralFallscity",0.03,0.65,0.03,0.52,0.55,0.58,0.59,1,0.93,0.9,0.84,0.1,0.93
51,"Roanokecity",0.11,0.53,0.01,0.44,0.45,0.46,0.47,0.05,0.04,0.04,0.04,0.95,0.04
39,"Youngstowncity",0.16,0.68,0.02,0.12,0.16,0.16,0.16,0.02,0.03,0.03,0.02,0.84,0.09
47,"Chattanoogacity",0.2,0.59,0.02,0.43,0.41,0.49,0.52,0.05,0.04,0.05,0.05,0.96,0.03
27,"Hopkinscity",0.01,0.3,0,0.4,0.46,0.62,0.65,0.12,0.12,0.14,0.14,0.92,0.05
12,"Daniacity",0.02,0.69,0.01,0.27,0.31,0.44,0.45,0.26,0.26,0.34,0.32,0.69,0.17
55,"NewBerlincity",0,0.05,0.01,0.12,0.1,0.08,0.17,0.02,0.02,0.01,0.02,0.94,0.03
39,"WarrensvilleHeightscity",0.02,0.67,0,0.51,0.55,0.5,0.55,0.09,0.08,0.07,0.07,0.93,0.03
6,"ElCajoncity",0.05,0.27,0.06,0.49,0.55,0.62,0.61,0.33,0.33,0.34,0.3,0.75,0.2
42,"Philadelphiacity",1,0.94,0.7,0.39,0.42,0.47,0.51,0.18,0.17,0.17,0.17,0.77,0.17
12,"Rockledgecity",0,0.11,0,0.24,0.22,0.28,0.29,0.08,0.06,0.07,0.07,0.9,0.05
53,"Bremertoncity",0.02,0.23,0.01,0.28,0.4,0.5,0.51,0.09,0.11,0.13,0.12,0.87,0.05
